CustomerID,AssetID,UsageHours,CustName,CustAge
8776,12,17,Customer_8776,34
8777,64,18,Customer_8777,37
8778,9,15,Customer_8778,33
8779,82,21,Customer_8779,23
8780,6,21,Customer_8780,48
8781,19,20,Customer_8781,43
8782,92,1,Customer_8782,49
8783,67,13,Customer_8783,34
8784,4,13,Customer_8784,48
8785,85,12,Customer_8785,42
8786,93,6,Customer_8786,38
8787,90,22,Customer_8787,45
8788,23,22,Customer_8788,42
8789,10,5,Customer_8789,24
8790,78,2,Customer_8790,25
8791,1,17,Customer_8791,33
8792,63,17,Customer_8792,39
8793,84,6,Customer_8793,30
8794,52,10,Customer_8794,38
8795,3,14,Customer_8795,31
8796,10,15,Customer_8796,33
8797,92,2,Customer_8797,25
8798,42,18,Customer_8798,33
8799,51,24,Customer_8799,46
8800,20,10,Customer_8800,44
8801,73,4,Customer_8801,43
8802,42,22,Customer_8802,50
8803,72,24,Customer_8803,31
8804,92,16,Customer_8804,45
8805,68,4,Customer_8805,27
8806,79,17,Customer_8806,31
8807,33,13,Customer_8807,39
8808,50,21,Customer_8808,26
8809,92,6,Customer_8809,26
8810,31,3,Customer_8810,43
8811,75,10,Customer_8811,30
8812,27,11,Customer_8812,30
8813,17,15,Customer_8813,27
8814,46,15,Customer_8814,49
8815,78,7,Customer_8815,40
8816,23,23,Customer_8816,35
8817,74,1,Customer_8817,45
8818,2,16,Customer_8818,40
8819,42,20,Customer_8819,32
8820,29,4,Customer_8820,35
8821,17,3,Customer_8821,48
8822,77,21,Customer_8822,35
8823,32,11,Customer_8823,26
8824,10,3,Customer_8824,49
8825,13,6,Customer_8825,27
8826,86,7,Customer_8826,25
8827,58,12,Customer_8827,32
8828,40,4,Customer_8828,38
8829,40,2,Customer_8829,46
8830,99,11,Customer_8830,35
8831,11,1,Customer_8831,36
8832,98,15,Customer_8832,27
8833,17,13,Customer_8833,23
8834,43,5,Customer_8834,42
8835,81,24,Customer_8835,23
8836,14,17,Customer_8836,26
8837,80,9,Customer_8837,50
8838,86,10,Customer_8838,27
8839,18,21,Customer_8839,41
8840,52,8,Customer_8840,27
8841,2,11,Customer_8841,47
8842,75,3,Customer_8842,44
8843,59,18,Customer_8843,24
8844,29,1,Customer_8844,29
8845,78,16,Customer_8845,43
8846,88,9,Customer_8846,26
8847,3,7,Customer_8847,44
8848,18,3,Customer_8848,46
8849,98,18,Customer_8849,27
8850,47,10,Customer_8850,35
8851,48,21,Customer_8851,30
8852,5,21,Customer_8852,40
8853,18,3,Customer_8853,42
8854,52,12,Customer_8854,24
8855,51,9,Customer_8855,31
8856,74,17,Customer_8856,46
8857,28,3,Customer_8857,35
8858,50,10,Customer_8858,38
8859,40,5,Customer_8859,29
8860,12,21,Customer_8860,45
8861,94,20,Customer_8861,29
8862,5,17,Customer_8862,43
8863,68,24,Customer_8863,39
8864,53,7,Customer_8864,25
8865,77,7,Customer_8865,35
8866,92,23,Customer_8866,34
8867,62,24,Customer_8867,26
8868,92,8,Customer_8868,32
8869,27,17,Customer_8869,29
8870,25,8,Customer_8870,36
8871,76,13,Customer_8871,31
8872,19,13,Customer_8872,43
8873,57,19,Customer_8873,38
8874,15,24,Customer_8874,40
8875,35,21,Customer_8875,27
8876,16,2,Customer_8876,41
8877,77,11,Customer_8877,34
8878,93,8,Customer_8878,39
8879,2,3,Customer_8879,38
8880,68,15,Customer_8880,37
8881,47,14,Customer_8881,28
8882,88,24,Customer_8882,40
8883,47,17,Customer_8883,32
8884,58,16,Customer_8884,30
8885,68,10,Customer_8885,45
8886,60,10,Customer_8886,29
8887,45,2,Customer_8887,36
8888,75,6,Customer_8888,26
8889,96,3,Customer_8889,42
8890,37,6,Customer_8890,29
8891,85,12,Customer_8891,32
8892,60,14,Customer_8892,45
8893,77,6,Customer_8893,49
8894,8,22,Customer_8894,39
8895,16,3,Customer_8895,38
8896,76,3,Customer_8896,46
8897,30,6,Customer_8897,45
8898,14,11,Customer_8898,39
8899,15,13,Customer_8899,25
8900,23,8,Customer_8900,26
8901,72,4,Customer_8901,29
8902,35,20,Customer_8902,32
8903,72,22,Customer_8903,44
8904,38,16,Customer_8904,40
8905,92,8,Customer_8905,37
8906,60,20,Customer_8906,48
8907,86,23,Customer_8907,34
8908,25,2,Customer_8908,39
8909,42,18,Customer_8909,49
8910,16,12,Customer_8910,47
8911,50,4,Customer_8911,42
8912,3,10,Customer_8912,46
8913,93,12,Customer_8913,43
8914,59,17,Customer_8914,26
8915,52,24,Customer_8915,50
8916,18,20,Customer_8916,24
8917,84,7,Customer_8917,31
8918,13,23,Customer_8918,35
8919,3,7,Customer_8919,46
8920,97,13,Customer_8920,38
8921,94,9,Customer_8921,29
8922,84,17,Customer_8922,30
8923,71,12,Customer_8923,24
8924,96,19,Customer_8924,40
8925,98,21,Customer_8925,43
8926,82,18,Customer_8926,24
8927,76,9,Customer_8927,26
8928,62,21,Customer_8928,26
8929,51,18,Customer_8929,35
8930,88,22,Customer_8930,44
8931,2,22,Customer_8931,44
8932,46,15,Customer_8932,27
8933,51,4,Customer_8933,29
8934,63,23,Customer_8934,42
8935,29,18,Customer_8935,48
8936,72,17,Customer_8936,48
8937,3,2,Customer_8937,23
8938,84,1,Customer_8938,27
8939,51,14,Customer_8939,39
8940,47,6,Customer_8940,50
8941,40,9,Customer_8941,36
8942,86,13,Customer_8942,38
8943,33,4,Customer_8943,39
8944,35,20,Customer_8944,48
8945,3,3,Customer_8945,40
8946,22,4,Customer_8946,40
8947,3,5,Customer_8947,26
8948,3,2,Customer_8948,41
8949,2,9,Customer_8949,33
8950,30,17,Customer_8950,41
8951,69,23,Customer_8951,46
8952,90,4,Customer_8952,50
8953,20,13,Customer_8953,46
8954,75,2,Customer_8954,50
8955,43,3,Customer_8955,38
8956,8,15,Customer_8956,34
8957,61,15,Customer_8957,39
8958,88,2,Customer_8958,49
8959,45,1,Customer_8959,43
8960,65,10,Customer_8960,25
8961,41,14,Customer_8961,36
8962,43,3,Customer_8962,29
8963,89,22,Customer_8963,34
8964,45,7,Customer_8964,34
8965,43,15,Customer_8965,30
8966,60,6,Customer_8966,38
8967,7,16,Customer_8967,31
8968,10,24,Customer_8968,35
8969,24,2,Customer_8969,39
8970,53,20,Customer_8970,40
8971,27,13,Customer_8971,50
8972,91,9,Customer_8972,38
8973,90,5,Customer_8973,36
8974,13,3,Customer_8974,47
8975,83,4,Customer_8975,36
8976,96,17,Customer_8976,28
8977,95,16,Customer_8977,23
8978,57,9,Customer_8978,49
8979,24,5,Customer_8979,41
8980,25,15,Customer_8980,43
8981,67,8,Customer_8981,47
8982,21,10,Customer_8982,49
8983,88,19,Customer_8983,37
8984,58,17,Customer_8984,43
8985,7,22,Customer_8985,33
8986,46,14,Customer_8986,46
8987,54,4,Customer_8987,35
8988,62,2,Customer_8988,25
8989,100,8,Customer_8989,24
8990,95,11,Customer_8990,34
8991,54,5,Customer_8991,34
8992,67,7,Customer_8992,47
8993,9,17,Customer_8993,34
8994,77,12,Customer_8994,41
8995,97,7,Customer_8995,42
8996,71,20,Customer_8996,31
8997,5,17,Customer_8997,26
8998,76,8,Customer_8998,44
8999,74,23,Customer_8999,26
9000,95,14,Customer_9000,23
9001,61,8,Customer_9001,29
9002,18,15,Customer_9002,23
9003,97,19,Customer_9003,24
9004,11,22,Customer_9004,41
9005,24,1,Customer_9005,42
9006,96,7,Customer_9006,34
9007,29,21,Customer_9007,23
9008,64,10,Customer_9008,31
9009,77,16,Customer_9009,36
9010,51,10,Customer_9010,47
9011,72,7,Customer_9011,28
9012,84,23,Customer_9012,43
9013,79,19,Customer_9013,33
9014,29,23,Customer_9014,38
9015,57,17,Customer_9015,25
9016,76,19,Customer_9016,32
9017,71,22,Customer_9017,30
9018,7,12,Customer_9018,45
9019,35,17,Customer_9019,39
9020,36,1,Customer_9020,45
9021,76,14,Customer_9021,49
9022,90,9,Customer_9022,30
9023,92,20,Customer_9023,47
9024,87,20,Customer_9024,42
9025,26,7,Customer_9025,41
9026,54,2,Customer_9026,33
9027,85,16,Customer_9027,23
9028,89,4,Customer_9028,33
9029,11,20,Customer_9029,27
9030,86,1,Customer_9030,48
9031,93,22,Customer_9031,28
9032,79,9,Customer_9032,25
9033,18,11,Customer_9033,32
9034,52,1,Customer_9034,34
9035,12,23,Customer_9035,24
9036,79,1,Customer_9036,34
9037,60,7,Customer_9037,44
9038,74,1,Customer_9038,47
9039,50,4,Customer_9039,33
9040,71,17,Customer_9040,46
9041,45,13,Customer_9041,32
9042,75,14,Customer_9042,36
9043,86,9,Customer_9043,40
9044,93,7,Customer_9044,29
9045,90,20,Customer_9045,42
9046,56,10,Customer_9046,29
9047,28,1,Customer_9047,23
9048,88,21,Customer_9048,44
9049,87,9,Customer_9049,29
9050,41,12,Customer_9050,29
9051,99,10,Customer_9051,41
9052,92,8,Customer_9052,26
9053,100,14,Customer_9053,40
9054,9,16,Customer_9054,50
9055,88,11,Customer_9055,47
9056,99,22,Customer_9056,27
9057,60,16,Customer_9057,48
9058,78,15,Customer_9058,31
9059,14,11,Customer_9059,48
9060,42,23,Customer_9060,30
9061,27,13,Customer_9061,28
9062,51,19,Customer_9062,26
9063,52,23,Customer_9063,40
9064,19,11,Customer_9064,35
9065,15,8,Customer_9065,41
9066,86,24,Customer_9066,42
9067,48,24,Customer_9067,39
9068,34,15,Customer_9068,42
9069,1,21,Customer_9069,46
9070,82,9,Customer_9070,35
9071,8,22,Customer_9071,23
9072,1,20,Customer_9072,38
9073,21,9,Customer_9073,50
9074,89,23,Customer_9074,23
9075,67,6,Customer_9075,23
9076,70,21,Customer_9076,42
9077,41,20,Customer_9077,42
9078,89,6,Customer_9078,29
9079,76,11,Customer_9079,32
9080,47,4,Customer_9080,33
9081,38,8,Customer_9081,27
9082,38,5,Customer_9082,23
9083,68,4,Customer_9083,33
9084,54,7,Customer_9084,23
9085,1,16,Customer_9085,41
9086,35,21,Customer_9086,31
9087,99,2,Customer_9087,34
9088,77,11,Customer_9088,33
9089,54,5,Customer_9089,35
9090,37,18,Customer_9090,37
9091,84,2,Customer_9091,41
9092,52,6,Customer_9092,46
9093,38,10,Customer_9093,25
9094,39,19,Customer_9094,26
9095,71,22,Customer_9095,46
9096,68,20,Customer_9096,41
9097,36,16,Customer_9097,35
9098,35,19,Customer_9098,33
9099,66,10,Customer_9099,26
9100,36,7,Customer_9100,36
9101,37,1,Customer_9101,27
9102,4,13,Customer_9102,27
9103,20,2,Customer_9103,44
9104,40,18,Customer_9104,31
9105,64,13,Customer_9105,32
9106,25,3,Customer_9106,30
9107,76,16,Customer_9107,35
9108,70,1,Customer_9108,50
9109,88,14,Customer_9109,50
9110,84,11,Customer_9110,48
9111,35,12,Customer_9111,30
9112,60,21,Customer_9112,28
9113,86,16,Customer_9113,24
9114,79,13,Customer_9114,33
9115,31,16,Customer_9115,43
9116,29,24,Customer_9116,24
9117,84,23,Customer_9117,43
9118,42,3,Customer_9118,42
9119,79,15,Customer_9119,45
9120,52,10,Customer_9120,29
9121,74,2,Customer_9121,34
9122,10,24,Customer_9122,49
9123,25,4,Customer_9123,45
9124,4,11,Customer_9124,29
9125,37,19,Customer_9125,28
9126,82,8,Customer_9126,47
9127,98,13,Customer_9127,38
9128,28,2,Customer_9128,26
9129,68,1,Customer_9129,33
9130,24,3,Customer_9130,44
9131,59,7,Customer_9131,40
9132,77,8,Customer_9132,45
9133,40,12,Customer_9133,38
9134,68,12,Customer_9134,23
9135,18,12,Customer_9135,44
9136,19,21,Customer_9136,34
9137,6,17,Customer_9137,23
9138,86,7,Customer_9138,50
9139,10,10,Customer_9139,33
9140,90,22,Customer_9140,39
9141,8,2,Customer_9141,33
9142,51,11,Customer_9142,23
9143,18,18,Customer_9143,49
9144,68,23,Customer_9144,36
9145,71,3,Customer_9145,40
9146,19,7,Customer_9146,24
9147,34,1,Customer_9147,36
9148,39,21,Customer_9148,41
9149,22,18,Customer_9149,47
9150,56,24,Customer_9150,30
9151,31,11,Customer_9151,47
9152,60,19,Customer_9152,46
9153,3,7,Customer_9153,46
9154,17,11,Customer_9154,47
9155,71,7,Customer_9155,33
9156,74,3,Customer_9156,31
9157,37,8,Customer_9157,40
9158,56,17,Customer_9158,26
9159,26,19,Customer_9159,30
9160,12,15,Customer_9160,33
9161,74,8,Customer_9161,45
9162,98,6,Customer_9162,50
9163,62,16,Customer_9163,46
9164,11,17,Customer_9164,47
9165,24,19,Customer_9165,43
9166,10,13,Customer_9166,43
9167,87,23,Customer_9167,25
9168,50,19,Customer_9168,28
9169,12,15,Customer_9169,38
9170,7,9,Customer_9170,38
9171,73,7,Customer_9171,44
9172,75,1,Customer_9172,37
9173,9,14,Customer_9173,30
9174,15,20,Customer_9174,36
9175,25,13,Customer_9175,36
9176,89,6,Customer_9176,46
9177,74,6,Customer_9177,46
9178,47,6,Customer_9178,46
9179,16,1,Customer_9179,38
9180,10,21,Customer_9180,26
9181,41,8,Customer_9181,38
9182,51,19,Customer_9182,33
9183,71,4,Customer_9183,38
9184,67,1,Customer_9184,37
9185,53,13,Customer_9185,32
9186,23,1,Customer_9186,28
9187,16,17,Customer_9187,26
9188,57,7,Customer_9188,30
9189,19,20,Customer_9189,40
9190,51,6,Customer_9190,40
9191,5,13,Customer_9191,37
9192,9,20,Customer_9192,35
9193,28,23,Customer_9193,41
9194,37,13,Customer_9194,41
9195,69,17,Customer_9195,24
9196,24,14,Customer_9196,50
9197,68,3,Customer_9197,39
9198,95,9,Customer_9198,28
9199,17,19,Customer_9199,32
9200,99,9,Customer_9200,30
9201,14,6,Customer_9201,39
9202,34,7,Customer_9202,49
9203,92,1,Customer_9203,32
9204,84,12,Customer_9204,48
9205,84,6,Customer_9205,27
9206,66,24,Customer_9206,27
9207,41,19,Customer_9207,49
9208,75,18,Customer_9208,30
9209,59,23,Customer_9209,29
9210,5,1,Customer_9210,28
9211,48,24,Customer_9211,36
9212,29,20,Customer_9212,26
9213,31,1,Customer_9213,42
9214,81,24,Customer_9214,32
9215,60,15,Customer_9215,33
9216,96,23,Customer_9216,25
9217,60,13,Customer_9217,35
9218,24,5,Customer_9218,31
9219,66,19,Customer_9219,47
9220,62,2,Customer_9220,48
9221,57,16,Customer_9221,41
9222,9,3,Customer_9222,31
9223,20,5,Customer_9223,33
9224,95,10,Customer_9224,39
9225,27,1,Customer_9225,48
9226,35,24,Customer_9226,24
9227,96,24,Customer_9227,23
9228,99,10,Customer_9228,50
9229,100,22,Customer_9229,50
9230,23,12,Customer_9230,24
9231,77,4,Customer_9231,46
9232,48,12,Customer_9232,50
9233,100,17,Customer_9233,30
9234,21,7,Customer_9234,25
9235,43,22,Customer_9235,37
9236,22,13,Customer_9236,30
9237,13,7,Customer_9237,49
9238,1,8,Customer_9238,41
9239,81,5,Customer_9239,24
9240,84,23,Customer_9240,25
9241,57,11,Customer_9241,29
9242,51,24,Customer_9242,39
9243,71,2,Customer_9243,32
9244,90,15,Customer_9244,24
9245,20,22,Customer_9245,42
9246,27,6,Customer_9246,31
9247,60,9,Customer_9247,23
9248,44,13,Customer_9248,23
9249,86,7,Customer_9249,46
9250,82,8,Customer_9250,46
9251,67,19,Customer_9251,46
9252,24,5,Customer_9252,33
9253,69,13,Customer_9253,50
9254,75,9,Customer_9254,28
9255,29,17,Customer_9255,26
9256,50,21,Customer_9256,44
9257,64,4,Customer_9257,34
9258,29,24,Customer_9258,37
9259,78,13,Customer_9259,42
9260,99,14,Customer_9260,23
9261,30,9,Customer_9261,46
9262,30,3,Customer_9262,27
9263,34,22,Customer_9263,32
9264,6,20,Customer_9264,42
9265,91,22,Customer_9265,24
9266,31,7,Customer_9266,33
9267,31,24,Customer_9267,45
9268,75,15,Customer_9268,46
9269,71,21,Customer_9269,37
9270,16,8,Customer_9270,35
9271,77,19,Customer_9271,29
9272,55,15,Customer_9272,25
9273,8,2,Customer_9273,36
9274,84,17,Customer_9274,24
9275,57,2,Customer_9275,32
9276,82,16,Customer_9276,49
9277,24,16,Customer_9277,36
9278,6,23,Customer_9278,26
9279,49,3,Customer_9279,27
9280,24,22,Customer_9280,29
9281,93,3,Customer_9281,45
9282,12,19,Customer_9282,38
9283,40,12,Customer_9283,48
9284,49,18,Customer_9284,33
9285,33,7,Customer_9285,40
9286,16,9,Customer_9286,48
9287,55,16,Customer_9287,29
9288,30,13,Customer_9288,27
9289,33,17,Customer_9289,24
9290,81,13,Customer_9290,25
9291,54,18,Customer_9291,40
9292,66,22,Customer_9292,24
9293,83,17,Customer_9293,49
9294,69,1,Customer_9294,29
9295,28,16,Customer_9295,28
9296,68,20,Customer_9296,29
9297,79,9,Customer_9297,43
9298,28,17,Customer_9298,29
9299,24,10,Customer_9299,36
9300,24,20,Customer_9300,31
9301,30,17,Customer_9301,47
9302,60,15,Customer_9302,34
9303,56,7,Customer_9303,44
9304,73,5,Customer_9304,42
9305,63,22,Customer_9305,31
9306,88,2,Customer_9306,38
9307,84,20,Customer_9307,26
9308,75,9,Customer_9308,48
9309,20,23,Customer_9309,29
9310,34,12,Customer_9310,39
9311,96,14,Customer_9311,30
9312,79,7,Customer_9312,39
9313,88,8,Customer_9313,36
9314,50,17,Customer_9314,27
9315,36,19,Customer_9315,49
9316,34,22,Customer_9316,31
9317,66,7,Customer_9317,42
9318,23,1,Customer_9318,36
9319,63,9,Customer_9319,49
9320,65,14,Customer_9320,26
9321,66,5,Customer_9321,48
9322,33,8,Customer_9322,39
9323,94,16,Customer_9323,47
9324,3,8,Customer_9324,44
9325,3,10,Customer_9325,47
9326,96,11,Customer_9326,31
9327,17,21,Customer_9327,48
9328,100,20,Customer_9328,26
9329,24,23,Customer_9329,39
9330,41,2,Customer_9330,35
9331,16,11,Customer_9331,38
9332,75,23,Customer_9332,28
9333,60,5,Customer_9333,50
9334,80,23,Customer_9334,44
9335,61,2,Customer_9335,45
9336,75,4,Customer_9336,27
9337,52,4,Customer_9337,26
9338,35,13,Customer_9338,27
9339,51,14,Customer_9339,23
9340,82,18,Customer_9340,33
9341,87,14,Customer_9341,37
9342,9,13,Customer_9342,42
9343,68,9,Customer_9343,29
9344,82,2,Customer_9344,23
9345,49,17,Customer_9345,45
9346,76,23,Customer_9346,33
9347,7,16,Customer_9347,42
9348,79,19,Customer_9348,50
9349,92,17,Customer_9349,29
9350,33,8,Customer_9350,44
9351,65,14,Customer_9351,49
9352,39,19,Customer_9352,28
9353,11,12,Customer_9353,25
9354,94,11,Customer_9354,27
9355,48,6,Customer_9355,25
9356,36,24,Customer_9356,29
9357,91,6,Customer_9357,25
9358,78,20,Customer_9358,38
9359,5,3,Customer_9359,31
9360,25,24,Customer_9360,35
9361,80,3,Customer_9361,34
9362,39,7,Customer_9362,29
9363,5,3,Customer_9363,29
9364,7,20,Customer_9364,29
9365,25,7,Customer_9365,38
9366,50,21,Customer_9366,25
9367,59,21,Customer_9367,42
9368,48,8,Customer_9368,26
9369,89,17,Customer_9369,33
9370,16,5,Customer_9370,36
9371,21,17,Customer_9371,27
9372,57,12,Customer_9372,41
9373,38,23,Customer_9373,43
9374,24,6,Customer_9374,29
9375,86,15,Customer_9375,24
9376,62,5,Customer_9376,42
9377,70,11,Customer_9377,33
9378,53,23,Customer_9378,49
9379,48,5,Customer_9379,26
9380,91,13,Customer_9380,45
9381,4,18,Customer_9381,50
9382,70,15,Customer_9382,38
9383,49,9,Customer_9383,35
9384,5,18,Customer_9384,42
9385,58,24,Customer_9385,23
9386,16,20,Customer_9386,29
9387,63,23,Customer_9387,41
9388,17,13,Customer_9388,43
9389,84,8,Customer_9389,25
9390,29,1,Customer_9390,41
9391,68,1,Customer_9391,34
9392,64,5,Customer_9392,42
9393,21,20,Customer_9393,26
9394,48,8,Customer_9394,27
9395,33,5,Customer_9395,32
9396,69,22,Customer_9396,30
9397,61,2,Customer_9397,32
9398,77,10,Customer_9398,27
9399,94,15,Customer_9399,37
9400,16,15,Customer_9400,42
9401,64,20,Customer_9401,45
9402,31,21,Customer_9402,41
9403,98,13,Customer_9403,40
9404,16,5,Customer_9404,23
9405,10,21,Customer_9405,47
9406,40,4,Customer_9406,27
9407,39,9,Customer_9407,28
9408,16,9,Customer_9408,30
9409,85,2,Customer_9409,31
9410,87,16,Customer_9410,25
9411,90,13,Customer_9411,42
9412,29,24,Customer_9412,35
9413,80,7,Customer_9413,41
9414,87,21,Customer_9414,37
9415,22,5,Customer_9415,48
9416,57,16,Customer_9416,48
9417,2,24,Customer_9417,49
9418,24,16,Customer_9418,33
9419,11,2,Customer_9419,46
9420,71,9,Customer_9420,26
9421,65,6,Customer_9421,45
9422,68,9,Customer_9422,44
9423,93,10,Customer_9423,26
9424,17,19,Customer_9424,42
9425,72,15,Customer_9425,45
9426,99,5,Customer_9426,24
9427,85,3,Customer_9427,27
9428,60,6,Customer_9428,31
9429,7,17,Customer_9429,48
9430,37,14,Customer_9430,42
9431,21,13,Customer_9431,34
9432,49,23,Customer_9432,43
9433,85,10,Customer_9433,32
9434,96,10,Customer_9434,36
9435,88,14,Customer_9435,41
9436,12,12,Customer_9436,33
9437,88,22,Customer_9437,50
9438,100,1,Customer_9438,38
9439,87,15,Customer_9439,29
9440,52,11,Customer_9440,40
9441,37,17,Customer_9441,41
9442,63,5,Customer_9442,32
9443,17,6,Customer_9443,23
9444,28,17,Customer_9444,26
9445,78,22,Customer_9445,30
9446,35,3,Customer_9446,26
9447,64,19,Customer_9447,32
9448,91,1,Customer_9448,41
9449,31,19,Customer_9449,24
9450,61,2,Customer_9450,47
9451,18,20,Customer_9451,23
9452,61,23,Customer_9452,28
9453,72,16,Customer_9453,49
9454,70,8,Customer_9454,39
9455,30,6,Customer_9455,48
9456,17,19,Customer_9456,48
9457,50,6,Customer_9457,46
9458,94,23,Customer_9458,25
9459,8,21,Customer_9459,37
9460,84,20,Customer_9460,42
9461,43,4,Customer_9461,23
9462,79,24,Customer_9462,28
9463,57,9,Customer_9463,30
9464,42,3,Customer_9464,42
9465,53,19,Customer_9465,43
9466,64,10,Customer_9466,30
9467,41,7,Customer_9467,44
9468,80,13,Customer_9468,39
9469,36,24,Customer_9469,28
9470,82,21,Customer_9470,44
9471,33,10,Customer_9471,40
9472,6,5,Customer_9472,40
9473,48,15,Customer_9473,26
9474,36,19,Customer_9474,23
9475,52,3,Customer_9475,29
9476,55,8,Customer_9476,24
9477,60,19,Customer_9477,23
9478,19,15,Customer_9478,32
9479,91,11,Customer_9479,49
9480,55,3,Customer_9480,31
9481,4,17,Customer_9481,39
9482,29,16,Customer_9482,26
9483,2,12,Customer_9483,49
9484,52,13,Customer_9484,38
9485,5,21,Customer_9485,47
9486,47,10,Customer_9486,23
9487,94,18,Customer_9487,23
9488,50,11,Customer_9488,50
9489,73,7,Customer_9489,43
9490,51,4,Customer_9490,41
9491,5,6,Customer_9491,41
9492,75,11,Customer_9492,26
9493,6,12,Customer_9493,48
9494,30,2,Customer_9494,26
9495,20,6,Customer_9495,32
9496,17,21,Customer_9496,30
9497,36,7,Customer_9497,44
9498,11,10,Customer_9498,30
9499,24,11,Customer_9499,33
9500,64,13,Customer_9500,48
9501,48,5,Customer_9501,33
9502,38,24,Customer_9502,35
9503,89,21,Customer_9503,48
9504,6,18,Customer_9504,45
9505,38,18,Customer_9505,45
9506,5,12,Customer_9506,40
9507,90,11,Customer_9507,23
9508,24,17,Customer_9508,40
9509,52,14,Customer_9509,37
9510,20,22,Customer_9510,43
9511,30,1,Customer_9511,29
9512,25,8,Customer_9512,26
9513,68,4,Customer_9513,48
9514,98,19,Customer_9514,48
9515,25,11,Customer_9515,29
9516,8,11,Customer_9516,47
9517,19,8,Customer_9517,25
9518,25,13,Customer_9518,27
9519,74,19,Customer_9519,27
9520,36,16,Customer_9520,47
9521,11,3,Customer_9521,34
9522,22,1,Customer_9522,38
9523,42,23,Customer_9523,47
9524,97,15,Customer_9524,39
9525,73,19,Customer_9525,27
9526,37,15,Customer_9526,34
9527,65,16,Customer_9527,48
9528,56,18,Customer_9528,26
9529,87,17,Customer_9529,31
9530,4,11,Customer_9530,39
9531,45,5,Customer_9531,32
9532,17,19,Customer_9532,38
9533,79,4,Customer_9533,39
9534,18,12,Customer_9534,25
9535,95,10,Customer_9535,38
9536,18,15,Customer_9536,33
9537,30,22,Customer_9537,33
9538,14,22,Customer_9538,34
9539,25,2,Customer_9539,38
9540,2,22,Customer_9540,50
9541,20,12,Customer_9541,26
9542,11,15,Customer_9542,31
9543,50,19,Customer_9543,50
9544,23,6,Customer_9544,36
9545,77,20,Customer_9545,32
9546,13,17,Customer_9546,41
9547,56,12,Customer_9547,45
9548,98,5,Customer_9548,23
9549,38,13,Customer_9549,24
9550,39,17,Customer_9550,39
9551,99,12,Customer_9551,31
9552,87,5,Customer_9552,47
9553,55,11,Customer_9553,30
9554,37,20,Customer_9554,50
9555,72,6,Customer_9555,32
9556,47,1,Customer_9556,48
9557,5,1,Customer_9557,32
9558,32,7,Customer_9558,39
9559,96,20,Customer_9559,33
9560,67,22,Customer_9560,47
9561,30,22,Customer_9561,31
9562,19,3,Customer_9562,29
9563,64,3,Customer_9563,45
9564,8,15,Customer_9564,25
9565,38,16,Customer_9565,32
9566,43,24,Customer_9566,40
9567,90,20,Customer_9567,48
9568,45,5,Customer_9568,31
9569,89,12,Customer_9569,40
9570,82,19,Customer_9570,27
9571,23,17,Customer_9571,42
9572,12,16,Customer_9572,40
9573,92,12,Customer_9573,35
9574,4,15,Customer_9574,36
9575,50,9,Customer_9575,27
9576,26,3,Customer_9576,31
9577,78,22,Customer_9577,27
9578,36,21,Customer_9578,34
9579,60,13,Customer_9579,38
9580,37,4,Customer_9580,42
9581,61,7,Customer_9581,30
9582,83,7,Customer_9582,43
9583,49,5,Customer_9583,35
9584,65,5,Customer_9584,46
9585,42,3,Customer_9585,25
9586,43,5,Customer_9586,40
9587,4,15,Customer_9587,47
9588,75,6,Customer_9588,26
9589,73,16,Customer_9589,30
9590,75,4,Customer_9590,37
9591,67,1,Customer_9591,31
9592,10,1,Customer_9592,42
9593,34,15,Customer_9593,28
9594,82,14,Customer_9594,25
9595,38,23,Customer_9595,30
9596,63,7,Customer_9596,38
9597,82,15,Customer_9597,39
9598,56,7,Customer_9598,38
9599,97,13,Customer_9599,33
9600,87,14,Customer_9600,42
9601,76,7,Customer_9601,33
9602,57,6,Customer_9602,39
9603,91,11,Customer_9603,30
9604,93,2,Customer_9604,49
9605,100,10,Customer_9605,30
9606,27,11,Customer_9606,34
9607,83,5,Customer_9607,43
9608,7,6,Customer_9608,45
9609,17,7,Customer_9609,32
9610,41,9,Customer_9610,47
9611,3,11,Customer_9611,36
9612,7,3,Customer_9612,50
9613,3,6,Customer_9613,36
9614,9,22,Customer_9614,47
9615,9,8,Customer_9615,44
9616,81,13,Customer_9616,49
9617,55,20,Customer_9617,39
9618,6,19,Customer_9618,43
9619,95,23,Customer_9619,34
9620,42,20,Customer_9620,41
9621,61,8,Customer_9621,47
9622,6,17,Customer_9622,24
9623,96,1,Customer_9623,26
9624,69,12,Customer_9624,45
9625,68,4,Customer_9625,33
9626,23,14,Customer_9626,32
9627,5,1,Customer_9627,34
9628,40,4,Customer_9628,38
9629,14,15,Customer_9629,46
9630,47,13,Customer_9630,38
9631,86,2,Customer_9631,45
9632,19,7,Customer_9632,42
9633,35,21,Customer_9633,38
9634,10,16,Customer_9634,34
9635,36,12,Customer_9635,37
9636,1,13,Customer_9636,32
9637,4,22,Customer_9637,43
9638,70,6,Customer_9638,49
9639,35,18,Customer_9639,46
9640,80,1,Customer_9640,37
9641,17,4,Customer_9641,32
9642,3,3,Customer_9642,29
9643,27,14,Customer_9643,33
9644,95,10,Customer_9644,32
9645,88,10,Customer_9645,40
9646,16,8,Customer_9646,48
9647,68,11,Customer_9647,48
9648,70,6,Customer_9648,45
